"laus_code","state_fips_code","county_fips_code","county_and_state","year","labor_force","employed","unemployed","unemployment_rate_pct"
"CN2401700000000","24","17","Charles County, MD","2019","88102","84908","3194","3.6"
"CN2401900000000","24","19","Dorchester County, MD","2019","15684","14938","746","4.8"
"CN2402100000000","24","21","Frederick County, MD","2019","135761","131453","4308","3.2"
"CN2402300000000","24","23","Garrett County, MD","2019","15775","15075","700","4.4"
"CN2402500000000","24","25","Harford County, MD","2019","142081","137331","4750","3.3"
"CN2402700000000","24","27","Howard County, MD","2019","189135","183944","5191","2.7"
"CN2402900000000","24","29","Kent County, MD","2019","10205","9796","409","4"
"CN2403100000000","24","31","Montgomery County, MD","2019","565866","549310","16556","2.9"
"CN2403300000000","24","33","Prince George's County, MD","2019","513953","494665","19288","3.8"
"CN2403500000000","24","35","Queen Anne's County, MD","2019","28079","27210","869","3.1"
"CN2403700000000","24","37","St. Mary's County, MD","2019","57409","55506","1903","3.3"
"CN2403900000000","24","39","Somerset County, MD","2019","9252","8689","563","6.1"
"CN2404100000000","24","41","Talbot County, MD","2019","19327","18665","662","3.4"
"CN2404300000000","24","43","Washington County, MD","2019","75259","72347","2912","3.9"
"CN2404500000000","24","45","Wicomico County, MD","2019","51724","49327","2397","4.6"
"CN2404700000000","24","47","Worcester County, MD","2019","25814","23908","1906","7.4"
"CN2451000000000","24","510","Baltimore city, MD","2019","290743","275911","14832","5.1"
"CN2500100000000","25","1","Barnstable County, MA","2019","115437","110989","4448","3.9"
"CN2500300000000","25","3","Berkshire County, MA","2019","65320","63035","2285","3.5"
"CN2500500000000","25","5","Bristol County, MA","2019","304217","292890","11327","3.7"
"CN2500700000000","25","7","Dukes County, MA","2019","9650","9255","395","4.1"
"CN2500900000000","25","9","Essex County, MA","2019","429871","417092","12779","3"
"CN2501100000000","25","11","Franklin County, MA","2019","41318","40207","1111","2.7"
"CN2501300000000","25","13","Hampden County, MA","2019","230190","220767","9423","4.1"
"CN2501500000000","25","15","Hampshire County, MA","2019","90937","88479","2458","2.7"
"CN2501700000000","25","17","Middlesex County, MA","2019","929265","907777","21488","2.3"
"CN2501900000000","25","19","Nantucket County/town, MA","2019","7661","7342","319","4.2"
"CN2502100000000","25","21","Norfolk County, MA","2019","395483","385482","10001","2.5"
"CN2502300000000","25","23","Plymouth County, MA","2019","286588","277913","8675","3"
"CN2502500000000","25","25","Suffolk County, MA","2019","461168","449136","12032","2.6"
"CN2502700000000","25","27","Worcester County, MA","2019","450332","436193","14139","3.1"
"CN2600100000000","26","1","Alcona County, MI","2019","3879","3635","244","6.3"
"CN2600300000000","26","3","Alger County, MI","2019","3198","2949","249","7.8"
"CN2600500000000","26","5","Allegan County, MI","2019","62275","60325","1950","3.1"
"CN2600700000000","26","7","Alpena County, MI","2019","13266","12638","628","4.7"
"CN2600900000000","26","9","Antrim County, MI","2019","10321","9791","530","5.1"
"CN2601100000000","26","11","Arenac County, MI","2019","6062","5663","399","6.6"
"CN2601300000000","26","13","Baraga County, MI","2019","3219","3015","204","6.3"
"CN2601500000000","26","15","Barry County, MI","2019","31665","30638","1027","3.2"
"CN2601700000000","26","17","Bay County, MI","2019","50038","47704","2334","4.7"
"CN2601900000000","26","19","Benzie County, MI","2019","8882","8432","450","5.1"
"CN2602100000000","26","21","Berrien County, MI","2019","73454","70483","2971","4"
"CN2602300000000","26","23","Branch County, MI","2019","19356","18600","756","3.9"
"CN2602500000000","26","25","Calhoun County, MI","2019","62502","59943","2559","4.1"
"CN2602700000000","26","27","Cass County, MI","2019","24491","23442","1049","4.3"
"CN2602900000000","26","29","Charlevoix County, MI","2019","12913","12315","598","4.6"
"CN2603100000000","26","31","Cheboygan County, MI","2019","10547","9627","920","8.7"
"CN2603300000000","26","33","Chippewa County, MI","2019","16031","15022","1009","6.3"
"CN2603500000000","26","35","Clare County, MI","2019","11728","11010","718","6.1"
"CN2603700000000","26","37","Clinton County, MI","2019","41149","39916","1233","3"
"CN2603900000000","26","39","Crawford County, MI","2019","5599","5285","314","5.6"
"CN2604100000000","26","41","Delta County, MI","2019","17181","16282","899","5.2"
"CN2604300000000","26","43","Dickinson County, MI","2019","12297","11777","520","4.2"
"CN2604500000000","26","45","Eaton County, MI","2019","57251","55295","1956","3.4"
"CN2604700000000","26","47","Emmet County, MI","2019","17772","16816","956","5.4"
"CN2604900000000","26","49","Genesee County, MI","2019","182899","173888","9011","4.9"
"CN2605100000000","26","51","Gladwin County, MI","2019","9918","9350","568","5.7"
"CN2605300000000","26","53","Gogebic County, MI","2019","6030","5714","316","5.2"
"CN2605500000000","26","55","Grand Traverse County, MI","2019","49812","48097","1715","3.4"
"CN2605700000000","26","57","Gratiot County, MI","2019","17998","17209","789","4.4"
"CN2605900000000","26","59","Hillsdale County, MI","2019","20446","19592","854","4.2"
"CN2606100000000","26","61","Houghton County, MI","2019","16183","15388","795","4.9"
"CN2606300000000","26","63","Huron County, MI","2019","15401","14723","678","4.4"
"CN2606500000000","26","65","Ingham County, MI","2019","151261","145943","5318","3.5"
"CN2606700000000","26","67","Ionia County, MI","2019","30280","29252","1028","3.4"
"CN2606900000000","26","69","Iosco County, MI","2019","10220","9610","610","6"
"CN2607100000000","26","71","Iron County, MI","2019","5162","4878","284","5.5"
"CN2607300000000","26","73","Isabella County, MI","2019","34741","33405","1336","3.8"
"CN2607500000000","26","75","Jackson County, MI","2019","74125","71335","2790","3.8"
"CN2607700000000","26","77","Kalamazoo County, MI","2019","133718","129316","4402","3.3"
"CN2607900000000","26","79","Kalkaska County, MI","2019","7935","7487","448","5.6"
"CN2608100000000","26","81","Kent County, MI","2019","359924","349535","10389","2.9"
"CN2608300000000","26","83","Keweenaw County, MI","2019","884","823","61","6.9"
"CN2608500000000","26","85","Lake County, MI","2019","3709","3472","237","6.4"
"CN2608700000000","26","87","Lapeer County, MI","2019","41517","39273","2244","5.4"
"CN2608900000000","26","89","Leelanau County, MI","2019","10531","10139","392","3.7"
"CN2609100000000","26","91","Lenawee County, MI","2019","46454","44663","1791","3.9"
"CN2609300000000","26","93","Livingston County, MI","2019","104220","100768","3452","3.3"
"CN2609500000000","26","95","Luce County, MI","2019","2315","2172","143","6.2"
"CN2609700000000","26","97","Mackinac County, MI","2019","5135","4656","479","9.3"
"CN2609900000000","26","99","Macomb County, MI","2019","451125","432001","19124","4.2"
"CN2610100000000","26","101","Manistee County, MI","2019","10444","9873","571","5.5"
"CN2610300000000","26","103","Marquette County, MI","2019","32543","30975","1568","4.8"
"CN2610500000000","26","105","Mason County, MI","2019","13666","12996","670","4.9"
"CN2610700000000","26","107","Mecosta County, MI","2019","18247","17390","857","4.7"
"CN2610900000000","26","109","Menominee County, MI","2019","11054","10612","442","4"
"CN2611100000000","26","111","Midland County, MI","2019","40325","38826","1499","3.7"
"CN2611300000000","26","113","Missaukee County, MI","2019","6961","6629","332","4.8"
"CN2611500000000","26","115","Monroe County, MI","2019","75480","72541","2939","3.9"
"CN2611700000000","26","117","Montcalm County, MI","2019","28350","27196","1154","4.1"
"CN2611900000000","26","119","Montmorency County, MI","2019","2998","2748","250","8.3"
"CN2612100000000","26","121","Muskegon County, MI","2019","77149","73860","3289","4.3"
"CN2612300000000","26","123","Newaygo County, MI","2019","23400","22413","987","4.2"
"CN2612500000000","26","125","Oakland County, MI","2019","680255","657035","23220","3.4"
"CN2612700000000","26","127","Oceana County, MI","2019","12120","11403","717","5.9"
"CN2612900000000","26","129","Ogemaw County, MI","2019","8030","7494","536","6.7"
"CN2613100000000","26","131","Ontonagon County, MI","2019","2090","1947","143","6.8"
"CN2613300000000","26","133","Osceola County, MI","2019","11202","10749","453","4"
"CN2613500000000","26","135","Oscoda County, MI","2019","3045","2836","209","6.9"
"CN2613700000000","26","137","Otsego County, MI","2019","11638","11062","576","4.9"
"CN2613900000000","26","139","Ottawa County, MI","2019","161102","156664","4438","2.8"
"CN2614100000000","26","141","Presque Isle County, MI","2019","4951","4576","375","7.6"
"CN2614300000000","26","143","Roscommon County, MI","2019","7726","7145","581","7.5"
"CN2614500000000","26","145","Saginaw County, MI","2019","86666","82533","4133","4.8"
"CN2614700000000","26","147","St. Clair County, MI","2019","76280","72546","3734","4.9"
"CN2614900000000","26","149","St. Joseph County, MI","2019","27976","26783","1193","4.3"
"CN2615100000000","26","151","Sanilac County, MI","2019","19490","18565","925","4.7"
"CN2615300000000","26","153","Schoolcraft County, MI","2019","3326","3093","233","7"
"CN2615500000000","26","155","Shiawassee County, MI","2019","33496","32070","1426","4.3"
"CN2615700000000","26","157","Tuscola County, MI","2019","23853","22635","1218","5.1"
"CN2615900000000","26","159","Van Buren County, MI","2019","35167","33559","1608","4.6"
"CN2616100000000","26","161","Washtenaw County, MI","2019","198198","192472","5726","2.9"
"CN2616300000000","26","163","Wayne County, MI","2019","808171","767123","41048","5.1"
"CN2616500000000","26","165","Wexford County, MI","2019","14854","14185","669","4.5"
"CN2700100000000","27","1","Aitkin County, MN","2019","7268","6818","450","6.2"
"CN2700300000000","27","3","Anoka County, MN","2019","199416","193301","6115","3.1"
"CN2700500000000","27","5","Becker County, MN","2019","18833","18086","747","4"
"CN2700700000000","27","7","Beltrami County, MN","2019","24532","23487","1045","4.3"
"CN2700900000000","27","9","Benton County, MN","2019","22144","21287","857","3.9"
"CN2701100000000","27","11","Big Stone County, MN","2019","2507","2402","105","4.2"
"CN2701300000000","27","13","Blue Earth County, MN","2019","40878","39748","1130","2.8"
"CN2701500000000","27","15","Brown County, MN","2019","14435","13912","523","3.6"
"CN2701700000000","27","17","Carlton County, MN","2019","17927","17126","801","4.5"
"CN2701900000000","27","19","Carver County, MN","2019","59102","57473","1629","2.8"
"CN2702100000000","27","21","Cass County, MN","2019","14467","13668","799","5.5"
"CN2702300000000","27","23","Chippewa County, MN","2019","6978","6707","271","3.9"
"CN2702500000000","27","25","Chisago County, MN","2019","30246","29106","1140","3.8"
"CN2702700000000","27","27","Clay County, MN","2019","36268","35165","1103","3"
"CN2702900000000","27","29","Clearwater County, MN","2019","4501","4130","371","8.2"
"CN2703100000000","27","31","Cook County, MN","2019","3123","2988","135","4.3"
"CN2703300000000","27","33","Cottonwood County, MN","2019","5963","5743","220","3.7"
"CN2703500000000","27","35","Crow Wing County, MN","2019","32410","31005","1405","4.3"
"CN2703700000000","27","37","Dakota County, MN","2019","243793","236782","7011","2.9"
"CN2703900000000","27","39","Dodge County, MN","2019","11982","11577","405","3.4"
"CN2704100000000","27","41","Douglas County, MN","2019","21134","20466","668","3.2"
"CN2704300000000","27","43","Faribault County, MN","2019","7077","6783","294","4.2"
"CN2704500000000","27","45","Fillmore County, MN","2019","11664","11279","385","3.3"
"CN2704700000000","27","47","Freeborn County, MN","2019","16216","15659","557","3.4"
"CN2704900000000","27","49","Goodhue County, MN","2019","27240","26410","830","3"
"CN2705100000000","27","51","Grant County, MN","2019","3324","3176","148","4.5"
"CN2705300000000","27","53","Hennepin County, MN","2019","712531","692855","19676","2.8"
"CN2705500000000","27","55","Houston County, MN","2019","10451","10115","336","3.2"
"CN2705700000000","27","57","Hubbard County, MN","2019","10036","9495","541","5.4"
"CN2705900000000","27","59","Isanti County, MN","2019","21503","20632","871","4.1"
"CN2706100000000","27","61","Itasca County, MN","2019","21963","20656","1307","6"
"CN2706300000000","27","63","Jackson County, MN","2019","5754","5556","198","3.4"
"CN2706500000000","27","65","Kanabec County, MN","2019","9111","8573","538","5.9"
"CN2706700000000","27","67","Kandiyohi County, MN","2019","24425","23565","860","3.5"
"CN2706900000000","27","69","Kittson County, MN","2019","2386","2299","87","3.6"
"CN2707100000000","27","71","Koochiching County, MN","2019","5990","5608","382","6.4"
"CN2707300000000","27","73","Lac qui Parle County, MN","2019","3579","3445","134","3.7"
"CN2707500000000","27","75","Lake County, MN","2019","5538","5338","200","3.6"
"CN2707700000000","27","77","Lake of the Woods County, MN","2019","2472","2370","102","4.1"
"CN2707900000000","27","79","Le Sueur County, MN","2019","16307","15576","731","4.5"
"CN2708100000000","27","81","Lincoln County, MN","2019","3290","3166","124","3.8"
"CN2708300000000","27","83","Lyon County, MN","2019","14631","14163","468","3.2"
"CN2708500000000","27","85","McLeod County, MN","2019","19408","18690","718","3.7"
"CN2708700000000","27","87","Mahnomen County, MN","2019","2305","2196","109","4.7"
"CN2708900000000","27","89","Marshall County, MN","2019","5447","5128","319","5.9"
"CN2709100000000","27","91","Martin County, MN","2019","10145","9764","381","3.8"
"CN2709300000000","27","93","Meeker County, MN","2019","13426","12907","519","3.9"
"CN2709500000000","27","95","Mille Lacs County, MN","2019","13055","12347","708","5.4"
"CN2709700000000","27","97","Morrison County, MN","2019","17653","16738","915","5.2"
"CN2709900000000","27","99","Mower County, MN","2019","20463","19842","621","3"
"CN2710100000000","27","101","Murray County, MN","2019","4877","4668","209","4.3"
"CN2710300000000","27","103","Nicollet County, MN","2019","21098","20564","534","2.5"
"CN2710500000000","27","105","Nobles County, MN","2019","11289","10950","339","3"
"CN2710700000000","27","107","Norman County, MN","2019","3284","3127","157","4.8"
"CN2710900000000","27","109","Olmsted County, MN","2019","89236","86958","2278","2.6"
"CN2711100000000","27","111","Otter Tail County, MN","2019","31655","30335","1320","4.2"
